Airline,Departure Airport,Arrival Airport,Aircraft Type,Departure Planned Time,Departure Time,Arrival Planned Time,Arrival Time,Distance,Number of Containers,Cargo Weight,Freight Load Factor,Cargo Type,Priority Cargo,Special Handling,Temperature-Controlled Freight,Dangerous Goods,Peak Freight Season,Departure Weather Conditions,Delay
EK,ABZ,SYD,A320,26/12/2024 12:34,26/12/2024 12:34,27/12/2024 01:34,27/12/2024 01:34,10777,41,15575,77.78,Perishables,No,Yes,No,Yes,No,Clear,No
BA,ABZ,LAX,A380,16/12/2024 03:34,16/12/2024 03:34,16/12/2024 17:34,16/12/2024 17:34,5099,6,16090,69.02,Pharmaceuticals,Yes,Yes,Yes,No,No,Clear,No
CV,MAN,BKK,B737,18/12/2024 21:26,18/12/2024 21:26,19/12/2024 07:26,19/12/2024 07:26,8702,5,10702,69.43,General Cargo,Yes,Yes,Yes,No,No,Clear,No
CV,MAN,BKK,B737,04/12/2024 22:23,04/12/2024 22:23,05/12/2024 07:23,05/12/2024 07:23,5067,12,3012,69.02,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Clear,No
BA,ABZ,XMN,A320,16/12/2024 02:26,16/12/2024 02:26,16/12/2024 14:26,16/12/2024 14:26,8398,12,4006,79.02,General Cargo,No,No,Yes,Yes,No,Rain,No
EK,NCL,IST,B777,25/12/2024 23:52,25/12/2024 23:52,26/12/2024 13:52,26/12/2024 13:52,9998,36,14056,68.36,General Cargo,Yes,No,Yes,No,Yes,Rain,No
QR,LHR,SYD,B737,25/12/2024 03:05,25/12/2024 03:17,25/12/2024 11:05,25/12/2024 11:17,5350,26,16860,72.25,Perishables,Yes,No,Yes,Yes,Yes,Rain,Yes
TK,MAN,NRT,B737,23/12/2024 17:34,23/12/2024 17:34,24/12/2024 04:34,24/12/2024 04:34,5010,28,17007,91.9,Pharmaceuticals,No,No,Yes,No,No,Clear,No
CX,MAN,DXB,B737,13/12/2024 21:52,13/12/2024 21:52,14/12/2024 08:52,14/12/2024 08:52,9760,31,13985,79.31,Perishables,Yes,No,Yes,No,No,Clear,No
CV,MAN,CAI,B777,13/12/2024 14:04,13/12/2024 14:04,14/12/2024 00:04,14/12/2024 00:04,8429,21,15110,83,Pharmaceuticals,Yes,No,Yes,No,Yes,Clear,No
SQ,BRS,JNB,A380,16/12/2024 20:29,16/12/2024 20:59,17/12/2024 08:29,17/12/2024 08:59,5397,10,13700,83.81,Perishables,Yes,No,No,Yes,No,Rain,Yes
TK,MAN,CPT,B737,10/12/2024 09:59,10/12/2024 11:29,10/12/2024 17:59,10/12/2024 19:29,11969,6,11704,69.07,General Cargo,Yes,No,No,No,No,Snow,Yes
AC,LHR,YYZ,A380,06/12/2024 16:05,06/12/2024 16:05,07/12/2024 02:05,07/12/2024 02:05,10736,32,16257,91.46,Electronics,Yes,Yes,Yes,Yes,No,Clear,No
AA,LHR,ATL,B737,10/12/2024 15:49,10/12/2024 16:24,11/12/2024 00:49,11/12/2024 01:24,9253,40,12023,75.72,General Cargo,No,No,No,Yes,Yes,Rain,Yes
AA,MAN,DEN,B777,04/12/2024 16:43,04/12/2024 16:43,05/12/2024 02:43,05/12/2024 02:43,9193,30,11086,68.13,Perishables,Yes,Yes,Yes,No,Yes,Clear,No
UA,LHR,LAX,A320,07/12/2024 17:53,07/12/2024 17:53,08/12/2024 02:53,08/12/2024 02:53,5009,44,7699,88.36,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Rain,No
AC,BRS,YYZ,B777,31/12/2024 20:47,31/12/2024 20:47,01/01/2025 09:47,01/01/2025 09:47,9079,24,9013,86.7,Electronics,Yes,Yes,No,No,Yes,Clear,No
DL,ABZ,LAX,A380,31/12/2024 04:30,31/12/2024 04:30,31/12/2024 12:30,31/12/2024 12:30,5844,48,19391,61.18,Perishables,No,No,Yes,No,Yes,Rain,No
TK,BRS,CAI,A320,04/12/2024 23:21,04/12/2024 23:21,05/12/2024 07:21,05/12/2024 07:21,11813,33,18994,91.96,General Cargo,Yes,No,No,Yes,Yes,Rain,No
GF,BRS,CPT,B777,05/12/2024 21:56,05/12/2024 21:56,06/12/2024 06:56,06/12/2024 06:56,6447,40,11582,82.19,Perishables,No,No,No,No,Yes,Clear,No
EY,NCL,NRT,B737,12/12/2024 08:38,12/12/2024 10:08,12/12/2024 16:38,12/12/2024 18:08,8320,30,4450,86.27,General Cargo,No,No,Yes,Yes,Yes,Rain,Yes
CK,LGW,SHA,B777,20/12/2024 22:04,20/12/2024 22:04,21/12/2024 07:04,21/12/2024 07:04,11364,15,13463,94.74,Pharmaceuticals,No,No,Yes,Yes,No,Rain,No
BA,MAN,CPT,A320,28/12/2024 04:54,28/12/2024 04:54,28/12/2024 15:54,28/12/2024 15:54,10044,18,5147,63.56,General Cargo,Yes,Yes,Yes,Yes,Yes,Clear,No
TK,LHR,IST,B777,07/12/2024 16:14,07/12/2024 16:14,08/12/2024 04:14,08/12/2024 04:14,9103,41,18373,85,Electronics,Yes,No,Yes,No,No,Rain,No
CK,NCL,NRT,B737,11/12/2024 11:39,11/12/2024 11:39,11/12/2024 19:39,11/12/2024 19:39,8594,27,13624,64.87,Electronics,No,No,Yes,Yes,Yes,Clear,No
BA,LGW,JNB,B737,10/12/2024 11:25,10/12/2024 11:25,10/12/2024 19:25,10/12/2024 19:25,8112,46,8437,88.08,Pharmaceuticals,Yes,Yes,No,No,No,Clear,No
QR,NCL,NRT,A320,02/12/2024 21:13,02/12/2024 21:13,03/12/2024 06:13,03/12/2024 06:13,7258,28,17743,86.97,Perishables,No,No,Yes,Yes,No,Rain,No
UA,BHX,SCL,B737,16/12/2024 07:44,16/12/2024 07:44,16/12/2024 20:44,16/12/2024 20:44,10425,40,9462,87.97,Pharmaceuticals,No,Yes,No,Yes,Yes,Rain,No
CV,BRS,DEL,B777,15/12/2024 11:58,15/12/2024 11:58,15/12/2024 22:58,15/12/2024 22:58,7927,10,16809,94.91,Electronics,Yes,Yes,No,No,Yes,Clear,No
SQ,LHR,XMN,A320,12/12/2024 09:42,12/12/2024 09:42,12/12/2024 20:42,12/12/2024 20:42,8215,5,7997,89.17,Perishables,No,Yes,No,No,No,Clear,No
CK,LHR,DEL,B777,18/12/2024 11:26,18/12/2024 11:26,18/12/2024 22:26,18/12/2024 22:26,9602,47,17257,73.83,Pharmaceuticals,No,No,Yes,Yes,No,Clear,No
SQ,LHR,MCT,B737,07/12/2024 18:51,07/12/2024 18:51,08/12/2024 02:51,08/12/2024 02:51,10317,19,4029,81.13,Electronics,Yes,Yes,Yes,Yes,Yes,Clear,No
TK,MAN,SYD,B777,15/12/2024 09:59,15/12/2024 09:59,15/12/2024 18:59,15/12/2024 18:59,11039,9,9716,70.64,Pharmaceuticals,No,Yes,Yes,Yes,No,Clear,No
BA,NCL,ORD,B737,29/12/2024 11:57,29/12/2024 11:57,29/12/2024 19:57,29/12/2024 19:57,5617,13,12776,86.74,Pharmaceuticals,No,No,No,Yes,No,Clear,No
EY,MAN,XMN,A320,28/12/2024 19:00,28/12/2024 19:00,29/12/2024 05:00,29/12/2024 05:00,5703,47,1246,85.8,Pharmaceuticals,Yes,No,No,Yes,Yes,Clear,No
TP,ABZ,VCP,B737,22/12/2024 03:52,22/12/2024 03:52,22/12/2024 16:52,22/12/2024 16:52,5266,38,14910,74.56,General Cargo,No,No,Yes,No,Yes,Clear,No
AC,LGW,YYZ,B777,17/12/2024 00:06,17/12/2024 00:06,17/12/2024 09:06,17/12/2024 09:06,6743,20,2323,86.51,Pharmaceuticals,No,No,No,No,Yes,Clear,No
DL,ABZ,DEN,B777,04/12/2024 16:32,04/12/2024 16:32,05/12/2024 04:32,05/12/2024 04:32,10362,34,11385,73.53,Electronics,Yes,No,No,Yes,No,Rain,No
BA,LHR,MEL,A320,23/12/2024 13:38,23/12/2024 13:38,23/12/2024 22:38,23/12/2024 22:38,7175,32,16031,72.14,Electronics,Yes,Yes,Yes,No,No,Rain,No
BA,NCL,SHA,A320,10/12/2024 01:58,10/12/2024 02:01,10/12/2024 11:58,10/12/2024 12:01,8204,43,18412,65.89,Pharmaceuticals,No,Yes,No,Yes,Yes,Snow,Yes
CV,BHX,SIN,B777,21/12/2024 14:17,21/12/2024 16:06,21/12/2024 23:17,22/12/2024 01:06,10252,48,15585,83.69,Pharmaceuticals,No,No,No,No,No,Fog,Yes
TP,BHX,VCP,B777,31/12/2024 00:38,31/12/2024 00:38,31/12/2024 14:38,31/12/2024 14:38,6800,19,11261,65.89,General Cargo,Yes,No,No,Yes,No,Clear,No
AC,LGW,YYZ,A380,15/12/2024 22:38,15/12/2024 22:38,16/12/2024 08:38,16/12/2024 08:38,8128,22,17930,67.57,Perishables,Yes,Yes,No,No,No,Clear,No
UA,MAN,DEN,A380,30/12/2024 17:05,30/12/2024 17:53,31/12/2024 05:05,31/12/2024 05:53,10160,23,10766,63.98,Electronics,Yes,No,No,Yes,Yes,Fog,Yes
AC,LHR,YUL,B777,03/12/2024 15:19,03/12/2024 15:19,04/12/2024 04:19,04/12/2024 04:19,10548,12,16001,88.81,Perishables,Yes,No,No,Yes,Yes,Clear,No
AC,LHR,YUL,A380,31/12/2024 08:24,31/12/2024 08:24,31/12/2024 19:24,31/12/2024 19:24,7228,15,4849,65.16,Perishables,No,Yes,No,No,No,Rain,No
VS,ABZ,DFW,A380,14/12/2024 14:13,14/12/2024 14:13,15/12/2024 01:13,15/12/2024 01:13,11236,6,12958,74.44,General Cargo,No,No,Yes,No,No,Clear,No
TK,ABZ,SYD,B777,01/12/2024 00:24,01/12/2024 00:24,01/12/2024 10:24,01/12/2024 10:24,11395,48,15646,66.96,Pharmaceuticals,Yes,No,No,Yes,No,Rain,No
EK,BRS,SHA,A380,23/12/2024 05:39,23/12/2024 07:29,23/12/2024 13:39,23/12/2024 15:29,11043,36,14078,84.42,General Cargo,Yes,Yes,No,No,Yes,Rain,Yes
VS,LGW,DEN,A380,09/12/2024 16:37,09/12/2024 16:37,10/12/2024 01:37,10/12/2024 01:37,10268,43,17041,72.23,General Cargo,Yes,No,No,No,No,Clear,No
CK,BHX,NRT,B737,28/12/2024 16:39,28/12/2024 16:39,29/12/2024 03:39,29/12/2024 03:39,10332,11,1555,90.96,Electronics,No,Yes,No,Yes,Yes,Clear,No
UA,MAN,DFW,A380,29/12/2024 10:12,29/12/2024 10:12,29/12/2024 23:12,29/12/2024 23:12,11645,6,12885,89.16,Pharmaceuticals,No,No,Yes,No,No,Clear,No
CX,BHX,BJS,B737,25/12/2024 03:00,25/12/2024 03:00,25/12/2024 16:00,25/12/2024 16:00,8897,15,9471,94.39,Electronics,No,Yes,No,No,No,Rain,No
DL,LHR,SCL,B777,12/12/2024 01:37,12/12/2024 01:37,12/12/2024 15:37,12/12/2024 15:37,9943,28,18152,68.24,General Cargo,Yes,Yes,Yes,Yes,No,Clear,No
TK,LGW,MCT,A320,21/12/2024 12:46,21/12/2024 12:46,21/12/2024 21:46,21/12/2024 21:46,5065,47,13888,84.08,Electronics,No,Yes,No,Yes,No,Clear,No
CX,ABZ,NRT,A380,30/12/2024 00:17,30/12/2024 00:17,30/12/2024 08:17,30/12/2024 08:17,7747,13,1043,77.27,Perishables,No,Yes,No,Yes,Yes,Clear,No
DL,BRS,LAX,B737,21/12/2024 15:50,21/12/2024 15:50,22/12/2024 01:50,22/12/2024 01:50,11980,31,5558,72.96,Electronics,Yes,No,Yes,Yes,Yes,Clear,No
AC,BHX,YUL,B737,18/12/2024 13:15,18/12/2024 13:15,18/12/2024 23:15,18/12/2024 23:15,9319,14,12070,93.04,Electronics,No,Yes,No,Yes,Yes,Clear,No
CX,ABZ,IST,B777,06/12/2024 00:19,06/12/2024 00:19,06/12/2024 11:19,06/12/2024 11:19,5991,5,11220,91.56,General Cargo,Yes,Yes,Yes,No,No,Clear,No
TK,LGW,MEL,B737,31/12/2024 14:45,31/12/2024 14:45,31/12/2024 22:45,31/12/2024 22:45,10938,34,14060,67.9,General Cargo,Yes,Yes,No,No,Yes,Clear,No
UA,BRS,ATL,B777,07/12/2024 10:20,07/12/2024 10:20,07/12/2024 18:20,07/12/2024 18:20,6335,41,18145,73.36,Electronics,Yes,Yes,No,Yes,No,Clear,No
DL,BRS,ORD,B737,25/12/2024 23:28,25/12/2024 23:28,26/12/2024 12:28,26/12/2024 12:28,6475,42,6644,94.47,Electronics,Yes,No,No,Yes,No,Clear,No
CK,LHR,MEL,A320,02/12/2024 19:22,02/12/2024 19:22,03/12/2024 04:22,03/12/2024 04:22,7227,29,19704,87.82,Perishables,Yes,Yes,No,Yes,Yes,Clear,No
BA,BHX,NRT,A320,26/12/2024 11:48,26/12/2024 11:48,27/12/2024 01:48,27/12/2024 01:48,10375,21,6925,63.96,General Cargo,Yes,No,Yes,No,No,Clear,No
AC,BRS,YUL,A320,19/12/2024 10:25,19/12/2024 10:25,19/12/2024 21:25,19/12/2024 21:25,9485,41,4060,70.95,General Cargo,Yes,No,No,Yes,No,Clear,No
QR,BHX,SIN,B777,13/12/2024 22:16,13/12/2024 22:16,14/12/2024 07:16,14/12/2024 07:16,11780,29,10233,78.11,General Cargo,No,No,Yes,Yes,Yes,Clear,No
GF,LHR,NRT,A380,22/12/2024 14:44,22/12/2024 14:44,23/12/2024 01:44,23/12/2024 01:44,7255,28,14398,92.2,Electronics,No,No,No,Yes,No,Clear,No
UA,NCL,DEN,A320,17/12/2024 18:59,17/12/2024 18:59,18/12/2024 02:59,18/12/2024 03:39,5250,24,16837,60.36,Perishables,No,Yes,No,Yes,No,Clear,No
AC,LGW,YYZ,A380,12/12/2024 06:08,12/12/2024 06:08,12/12/2024 17:08,12/12/2024 17:08,6790,44,4055,82.83,General Cargo,Yes,No,Yes,No,No,Clear,No
QR,LHR,MCT,B737,12/12/2024 01:08,12/12/2024 01:08,12/12/2024 14:08,12/12/2024 14:08,6342,35,15555,87.6,Electronics,Yes,Yes,Yes,Yes,No,Clear,No
SQ,BHX,JNB,B737,29/12/2024 20:09,29/12/2024 20:09,30/12/2024 05:09,30/12/2024 05:09,6062,31,11039,82.86,Perishables,Yes,No,No,No,Yes,Clear,No
CK,BRS,MCT,A320,24/12/2024 10:34,24/12/2024 10:34,24/12/2024 21:34,24/12/2024 21:34,9067,17,5104,82.23,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Clear,No
AC,NCL,YUL,B737,23/12/2024 20:25,23/12/2024 20:25,24/12/2024 06:25,24/12/2024 06:25,10306,47,6730,74.23,Pharmaceuticals,No,No,No,Yes,No,Clear,No
EY,BHX,BKK,A320,05/12/2024 16:08,05/12/2024 16:08,06/12/2024 06:08,06/12/2024 06:08,9132,40,5674,69.72,Electronics,No,No,Yes,Yes,Yes,Clear,No
GF,NCL,CPT,B777,28/12/2024 03:51,28/12/2024 03:51,28/12/2024 12:51,28/12/2024 12:51,8761,40,18257,60.16,Perishables,Yes,No,Yes,No,Yes,Clear,No
AC,BHX,YYZ,B737,25/12/2024 05:41,25/12/2024 05:41,25/12/2024 18:41,25/12/2024 18:41,9352,47,12109,88.6,Pharmaceuticals,No,Yes,Yes,No,Yes,Clear,No
LH,NCL,VCP,B737,24/12/2024 19:11,24/12/2024 19:11,25/12/2024 08:11,25/12/2024 08:11,10508,30,9122,68.51,Electronics,Yes,No,No,Yes,No,Clear,No
GF,LHR,ICN,A380,10/12/2024 06:21,10/12/2024 07:02,10/12/2024 19:21,10/12/2024 20:02,7428,26,17696,66.25,Pharmaceuticals,Yes,No,Yes,No,No,Clear,Yes
LH,BHX,VCP,A380,13/12/2024 19:18,13/12/2024 19:18,14/12/2024 04:18,14/12/2024 04:18,9668,40,7021,74.19,General Cargo,Yes,Yes,No,No,No,Clear,No
CX,MAN,BJS,B777,12/12/2024 08:06,12/12/2024 10:01,12/12/2024 17:06,12/12/2024 19:01,7186,6,3589,86.35,Electronics,No,Yes,Yes,Yes,Yes,Snow,Yes
AC,MAN,YYZ,B737,21/12/2024 16:07,21/12/2024 16:07,22/12/2024 06:07,22/12/2024 06:07,5410,6,19203,63.54,Pharmaceuticals,Yes,No,Yes,No,No,Clear,No
VS,BRS,SCL,A320,22/12/2024 01:09,22/12/2024 01:09,22/12/2024 11:09,22/12/2024 11:09,8550,47,7002,94.59,Pharmaceuticals,Yes,No,No,No,Yes,Clear,No
CV,BRS,DXB,B737,24/12/2024 03:25,24/12/2024 03:25,24/12/2024 11:25,24/12/2024 11:25,7968,21,11114,81.51,General Cargo,No,Yes,Yes,Yes,Yes,Clear,No
DL,ABZ,ORD,B777,27/12/2024 12:29,27/12/2024 12:29,27/12/2024 23:29,27/12/2024 23:29,9610,25,5497,66.01,Electronics,Yes,Yes,Yes,Yes,No,Clear,No
SQ,LHR,MEL,B737,21/12/2024 09:07,21/12/2024 09:07,21/12/2024 19:07,21/12/2024 19:07,6398,23,8691,88.71,Perishables,Yes,Yes,No,No,No,Clear,No
GF,MAN,DEL,A320,27/12/2024 05:00,27/12/2024 06:32,27/12/2024 19:00,27/12/2024 20:32,11832,39,10245,89.69,Perishables,Yes,Yes,No,Yes,No,Rain,Yes
AC,MAN,YYZ,B737,31/12/2024 13:32,31/12/2024 13:32,01/01/2025 03:32,01/01/2025 03:32,6555,24,4089,93.18,Electronics,No,No,Yes,No,Yes,Clear,No
GF,BRS,JNB,B737,20/12/2024 02:54,20/12/2024 02:54,20/12/2024 13:54,20/12/2024 13:54,10322,13,6811,68.63,Perishables,Yes,Yes,No,Yes,Yes,Clear,No
EY,BHX,SYD,A320,28/12/2024 03:16,28/12/2024 03:16,28/12/2024 15:16,28/12/2024 15:16,10072,21,11208,83.03,Electronics,Yes,Yes,Yes,No,Yes,Clear,No
DL,BHX,LAX,A380,15/12/2024 18:36,15/12/2024 18:36,16/12/2024 06:36,16/12/2024 06:36,5101,16,15920,70.3,Perishables,Yes,Yes,Yes,Yes,Yes,Clear,No
SQ,LGW,BOM,A320,31/12/2024 13:33,31/12/2024 13:33,01/01/2025 02:33,01/01/2025 02:33,10594,8,4286,70.67,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Clear,No
SQ,NCL,XMN,B737,25/12/2024 01:40,25/12/2024 01:40,25/12/2024 13:40,25/12/2024 13:40,8562,30,5901,88.04,Pharmaceuticals,No,Yes,Yes,No,Yes,Clear,No
UA,NCL,LAX,A320,20/12/2024 07:07,20/12/2024 07:07,20/12/2024 21:07,20/12/2024 21:07,7632,36,2268,62.44,Electronics,No,No,No,Yes,Yes,Clear,No
CK,BRS,BOM,A320,22/12/2024 06:44,22/12/2024 06:44,22/12/2024 15:44,22/12/2024 15:44,9767,37,9362,90.85,General Cargo,Yes,Yes,Yes,No,Yes,Clear,No
BA,BHX,DEN,A380,17/12/2024 01:31,17/12/2024 03:15,17/12/2024 12:31,17/12/2024 14:15,10560,46,16684,83.18,Electronics,No,Yes,Yes,No,Yes,Clear,Yes
CV,BHX,BKK,A380,07/12/2024 04:41,07/12/2024 04:41,07/12/2024 15:41,07/12/2024 15:41,9165,46,4905,60.04,Perishables,No,Yes,Yes,Yes,Yes,Clear,No
QR,ABZ,BOM,A320,21/12/2024 09:37,21/12/2024 09:37,21/12/2024 17:37,21/12/2024 17:37,9715,41,8008,62.69,Pharmaceuticals,No,Yes,Yes,Yes,No,Clear,No
AC,BHX,YUL,B737,09/12/2024 09:39,09/12/2024 09:39,09/12/2024 19:39,09/12/2024 19:39,5804,22,9097,93.75,General Cargo,No,Yes,No,No,No,Clear,No
UA,BRS,ORD,A320,12/12/2024 13:34,12/12/2024 13:56,12/12/2024 23:34,12/12/2024 23:56,7627,5,17442,92.77,Pharmaceuticals,Yes,No,No,Yes,Yes,Clear,Yes
BA,NCL,DFW,B777,08/12/2024 09:45,08/12/2024 09:45,08/12/2024 23:45,08/12/2024 23:45,8203,18,12770,76.14,Pharmaceuticals,No,No,No,No,No,Clear,No
QR,ABZ,SHA,B777,22/12/2024 03:18,22/12/2024 04:55,22/12/2024 17:18,22/12/2024 18:55,11958,18,2823,93.94,General Cargo,No,Yes,Yes,No,Yes,Snow,Yes
QR,BRS,SIN,B737,07/12/2024 03:39,07/12/2024 03:39,07/12/2024 17:39,07/12/2024 17:39,6312,46,5736,85.61,Electronics,No,Yes,No,No,Yes,Clear,No
QR,BHX,XMN,B777,04/12/2024 22:56,04/12/2024 22:56,05/12/2024 08:56,05/12/2024 08:56,9502,40,15776,66.11,Electronics,No,Yes,Yes,No,Yes,Clear,No
IB,MAN,GRU,A320,20/12/2024 00:13,20/12/2024 01:04,20/12/2024 10:13,20/12/2024 11:04,7660,27,8058,77.28,Electronics,Yes,No,Yes,No,No,Rain,Yes
CV,ABZ,CAI,A320,17/12/2024 05:03,17/12/2024 05:03,17/12/2024 14:03,17/12/2024 14:03,10875,49,17926,91.17,General Cargo,Yes,No,No,Yes,Yes,Clear,No
CX,NCL,BJS,A380,27/12/2024 01:35,27/12/2024 01:38,27/12/2024 09:35,27/12/2024 09:38,6757,43,13561,94.33,Pharmaceuticals,Yes,No,Yes,Yes,Yes,Snow,Yes
CK,LHR,CPT,B737,07/12/2024 12:02,07/12/2024 12:02,07/12/2024 23:02,07/12/2024 23:02,5562,27,14046,70.94,General Cargo,No,Yes,No,No,Yes,Clear,No
EK,BHX,XMN,B737,26/12/2024 22:41,26/12/2024 22:41,27/12/2024 12:41,27/12/2024 12:41,6188,18,3678,69.6,General Cargo,No,No,No,No,No,Clear,No
BA,MAN,CAI,B777,18/12/2024 18:02,18/12/2024 18:02,19/12/2024 03:02,19/12/2024 03:02,8400,10,2307,61.72,Electronics,Yes,Yes,No,Yes,No,Clear,No
BA,BRS,DEN,A380,11/12/2024 10:22,11/12/2024 10:22,11/12/2024 22:22,11/12/2024 22:22,6139,12,5714,60.89,Pharmaceuticals,Yes,Yes,No,No,No,Clear,No
CK,LGW,XMN,A380,05/12/2024 22:55,05/12/2024 22:55,06/12/2024 11:55,06/12/2024 11:55,7962,18,10796,94.54,General Cargo,Yes,Yes,No,No,No,Clear,No
SQ,BHX,SYD,A380,20/12/2024 12:35,20/12/2024 12:35,20/12/2024 20:35,20/12/2024 20:35,7425,23,8155,74.38,Perishables,No,Yes,Yes,Yes,No,Clear,No
AA,MAN,LAX,B737,04/12/2024 02:02,04/12/2024 02:02,04/12/2024 16:02,04/12/2024 16:02,5604,32,19966,88.46,Perishables,Yes,No,Yes,Yes,No,Clear,No
CV,MAN,GRU,A380,26/12/2024 07:45,26/12/2024 07:45,26/12/2024 15:45,26/12/2024 15:45,8443,19,1022,88.65,General Cargo,Yes,Yes,Yes,No,Yes,Clear,No
AC,LGW,YUL,A380,16/12/2024 05:08,16/12/2024 05:08,16/12/2024 17:08,16/12/2024 17:08,11336,39,4490,91.41,Electronics,No,No,No,Yes,No,Clear,No
GF,LHR,CPT,B777,30/12/2024 13:22,30/12/2024 13:22,31/12/2024 02:22,31/12/2024 02:22,11286,13,19649,85.88,Perishables,No,No,Yes,No,Yes,Clear,No
SQ,LGW,CAI,B777,28/12/2024 20:21,28/12/2024 20:21,29/12/2024 09:21,29/12/2024 09:21,9456,24,19083,80.19,General Cargo,Yes,No,No,No,Yes,Clear,No
CK,LGW,CAI,A320,16/12/2024 23:55,16/12/2024 23:55,17/12/2024 10:55,17/12/2024 10:55,6119,48,3422,82.83,General Cargo,No,Yes,No,Yes,No,Clear,No
AC,BHX,YUL,A380,02/12/2024 08:39,02/12/2024 08:39,02/12/2024 21:39,02/12/2024 21:39,7843,20,3222,83.65,Perishables,Yes,Yes,No,No,No,Clear,No
TK,LGW,NRT,B737,03/12/2024 01:49,03/12/2024 03:21,03/12/2024 13:49,03/12/2024 15:21,5555,10,13167,72.64,General Cargo,No,Yes,Yes,Yes,No,Fog,Yes
DL,BHX,DEN,A380,08/12/2024 00:44,08/12/2024 01:16,08/12/2024 09:44,08/12/2024 10:16,7406,31,7352,89.13,Pharmaceuticals,Yes,Yes,Yes,Yes,No,Fog,Yes
AA,ABZ,ORD,A380,16/12/2024 16:58,16/12/2024 16:58,17/12/2024 06:58,17/12/2024 06:58,6919,13,3548,76.6,Perishables,No,No,Yes,No,Yes,Clear,No
QT,ABZ,GRU,B777,26/12/2024 03:17,26/12/2024 03:17,26/12/2024 11:17,26/12/2024 11:17,8298,45,4355,93.34,Pharmaceuticals,No,Yes,No,No,Yes,Clear,No
VS,BHX,LAX,B737,12/12/2024 15:06,12/12/2024 15:06,13/12/2024 03:06,13/12/2024 03:06,11278,7,15852,83.04,Pharmaceuticals,No,Yes,Yes,Yes,No,Clear,No
BA,LHR,ATL,B777,21/12/2024 13:13,21/12/2024 14:58,21/12/2024 23:13,22/12/2024 00:58,11787,34,18144,73.7,General Cargo,Yes,Yes,No,No,Yes,Snow,Yes
CV,MAN,MEL,A320,08/12/2024 03:04,08/12/2024 03:04,08/12/2024 17:04,08/12/2024 17:04,10650,14,10131,92.22,Pharmaceuticals,Yes,Yes,Yes,Yes,Yes,Clear,No
QR,LGW,CAI,B737,05/12/2024 07:36,05/12/2024 07:36,05/12/2024 15:36,05/12/2024 15:36,7800,9,10449,77.85,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Clear,No
EY,NCL,ICN,B737,23/12/2024 11:54,23/12/2024 11:54,23/12/2024 20:54,23/12/2024 20:54,7633,8,4488,68.11,Pharmaceuticals,No,Yes,Yes,Yes,No,Clear,No
BA,MAN,SCL,B777,17/12/2024 08:09,17/12/2024 08:09,17/12/2024 16:09,17/12/2024 16:09,6551,43,2113,63.16,General Cargo,No,Yes,No,No,Yes,Clear,No
AA,LHR,LAX,A380,01/12/2024 06:21,01/12/2024 06:21,01/12/2024 14:21,01/12/2024 14:21,6733,49,4630,93.57,Pharmaceuticals,No,No,Yes,No,No,Clear,No
GF,BRS,MEL,B777,29/12/2024 06:18,29/12/2024 06:18,29/12/2024 19:18,29/12/2024 19:18,10295,13,11005,93.71,Pharmaceuticals,Yes,No,Yes,No,Yes,Clear,No
GF,MAN,SIN,A380,03/12/2024 08:58,03/12/2024 10:00,03/12/2024 19:58,03/12/2024 21:00,6304,45,18398,84.51,Electronics,No,No,No,Yes,Yes,Clear,Yes
BA,BHX,GRU,A380,25/12/2024 00:31,25/12/2024 00:31,25/12/2024 12:31,25/12/2024 12:31,10793,21,18917,62,Perishables,Yes,No,Yes,No,No,Clear,No
UA,BRS,LAX,A380,06/12/2024 01:23,06/12/2024 01:23,06/12/2024 13:23,06/12/2024 13:23,7865,34,14986,60.36,Perishables,No,No,Yes,No,Yes,Clear,No
TK,NCL,DXB,B737,20/12/2024 00:13,20/12/2024 00:13,20/12/2024 08:13,20/12/2024 08:13,9592,12,2132,75.79,Pharmaceuticals,No,No,Yes,No,Yes,Clear,No
AC,BRS,YYZ,A380,17/12/2024 23:36,17/12/2024 23:36,18/12/2024 11:36,18/12/2024 11:36,8151,29,3934,84.94,Perishables,No,No,No,No,No,Clear,No
CV,LHR,BJS,B777,08/12/2024 03:31,08/12/2024 03:31,08/12/2024 14:31,08/12/2024 14:31,9245,36,19873,73.26,Pharmaceuticals,No,Yes,No,No,No,Clear,No
VS,LGW,DFW,A320,10/12/2024 00:15,10/12/2024 00:15,10/12/2024 11:15,10/12/2024 11:15,10957,29,15833,80.93,Perishables,Yes,Yes,No,Yes,Yes,Clear,No
SQ,LHR,CPT,B737,16/12/2024 20:08,16/12/2024 20:08,17/12/2024 04:08,17/12/2024 04:08,8238,46,12005,66.63,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Clear,No
SQ,MAN,NRT,B737,07/12/2024 11:05,07/12/2024 11:05,07/12/2024 22:05,07/12/2024 22:05,10402,19,9691,81.1,Pharmaceuticals,No,Yes,No,No,Yes,Clear,No
